Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Count,User_Score,User_Count,Developer,Rating,Critic_Score
Monopoly,Wii,2008,Misc,Electronic Arts,0.86,0.83,0,0.2,1.89,11,7.8,17,Electronic Arts,E,70
Monopoly,X360,2008,Misc,Electronic Arts,0.34,0.2,0,0.06,0.59,9,5.8,17,EA Bright Light,E,56
Monopoly,PS3,2008,Misc,Electronic Arts,0.25,0.05,0,0.04,0.34,4,6.7,13,Electronic Arts,E,54
Monopoly Streets,Wii,2010,Misc,Electronic Arts,0.23,0.42,0,0.08,0.72,9,5.2,5,Electronic Arts,E,65
Monopoly Streets,PS3,2010,Misc,Electronic Arts,0.16,0.17,0,0.06,0.39,11,6.1,9,Electronic Arts,E,64
Monopoly Streets,X360,2010,Misc,Electronic Arts,0.16,0.09,0,0.02,0.28,18,6.6,16,Electronic Arts,E,66
Monster 4x4: Masters of Metal,PS2,2003,Racing,Ubisoft,0.14,0.11,0,0.04,0.28,9,8.3,13,Ubisoft,E,48
Monster 4x4: Masters of Metal,GC,2003,Racing,Ubisoft,0.04,0.01,0,0,0.05,11,0,,Ubisoft,E,49
Monster 4X4: World Circuit,Wii,2006,Racing,Ubisoft,0.8,0,0.01,0.07,0.88,11,7.8,17,Ubisoft,E,51
Monster Bomber,DS,2006,Puzzle,505 Games,0.01,0,0,0,0.01,6,0,,Taito Corporation,E,55
Monster Force,GBA,2002,Shooter,Universal Interactive,0.03,0.01,0,0,0.04,9,0,,Digital Eclipse,E,65
Monster Garage,XB,2004,Strategy,Activision Value,0.05,0.01,0,0,0.06,5,0,,Activision Value,T,38
Monster House,DS,2006,Adventure,THQ,0.14,0,0,0.01,0.16,14,0,,Artificial Mind and Movement,E,62
Monster House,PS2,2006,Adventure,THQ,0.07,0.05,0,0.02,0.14,27,0,,Artificial Mind and Movement,E10+,59
Monster House,GC,2006,Adventure,THQ,0.11,0.03,0,0,0.14,18,0,,Artificial Mind and Movement,E10+,60
Monster House,GBA,2006,Adventure,THQ,0.06,0.02,0,0,0.09,10,9,4,Artificial Mind and Movement,E,69
Monster Hunter,PS2,2004,Role-Playing,Capcom,0.11,0.08,0.28,0.03,0.5,37,8.9,46,Capcom,T,68
Monster Hunter 4 Ultimate,3DS,2014,Role-Playing,Nintendo,0.68,0.48,2.62,0.11,3.89,80,8.7,348,Capcom,T,86
Monster Hunter Freedom,PSP,2005,Role-Playing,Capcom,0.24,0.03,1.03,0.04,1.34,34,8.6,78,Capcom,T,71
Monster Hunter Freedom 2,PSP,2007,Role-Playing,Capcom,0.37,0.27,1.75,0.18,2.57,38,8.7,83,Capcom,T,72
Monster Hunter Freedom Unite,PSP,2008,Role-Playing,Capcom,0.47,0.55,4.13,0.34,5.48,48,8.7,124,Capcom,T,81
Monster Hunter Tri,Wii,2009,Role-Playing,Nintendo,0.65,0.4,1.05,0.11,2.22,70,8.6,219,Capcom,T,84
Monster Jam,X360,2007,Racing,Activision,0.18,0,0,0.02,0.2,9,6.4,5,Torus Games,E,43
Monster Jam: Maximum Destruction,PS2,2002,Racing,Ubisoft,0.32,0.25,0,0.08,0.65,11,6,6,Ubisoft,T,47
Monster Jam: Maximum Destruction,GBA,2002,Racing,Ubisoft,0.07,0.03,0,0,0.1,8,0,,UDS,E,58
Monster Kingdom: Jewel Summoner,PSP,2006,Role-Playing,Sony Computer Entertainment,0,0,0.04,0,0.04,25,6.8,6,Gaia (Sony),T,66
Monster Lab,Wii,2008,Role-Playing,Eidos Interactive,0.27,0.02,0,0.02,0.31,11,8.4,14,Backbone Entertainment,E10+,73
Monster Lab,DS,2008,Role-Playing,Eidos Interactive,0.12,0.01,0,0.01,0.14,8,0,,Backbone Entertainment,E10+,75
Monster Madness: Battle for Suburbia,X360,2007,Shooter,SouthPeak Games,0.1,0,0,0.01,0.11,29,5.2,18,"Artificial Studios, Immersion Software & Graphics",T,55
Monster Madness: Grave Danger,PS3,2008,Shooter,SouthPeak Games,0.05,0,0,0.01,0.06,25,0,,Psyonix,T,55
Monster Racers,DS,2009,Racing,Tecmo Koei,0.05,0,0.02,0,0.07,5,9,5,Koei,E,70
Monster Rancher,PS,1997,Simulation,Tecmo Koei,0.12,0.08,0.74,0.07,1.01,5,8.3,10,Tecmo,,86
Monster Rancher 2,PS,1998,Simulation,Sony Computer Entertainment,0.19,0.13,0.66,0.07,1.05,6,0,,Tecmo,E,83
Monster Rancher 3,PS2,2001,Simulation,Tecmo Koei,0.11,0.09,0.14,0.03,0.36,13,8.5,23,Tecmo,E,77
Monster Rancher 4,PS2,2003,Simulation,Tecmo Koei,0.08,0.06,0.19,0.02,0.34,21,9.1,18,Tecmo,E,77
Monster Rancher Advance 2,GBA,2002,Simulation,Tecmo Koei,0.01,0,0,0,0.01,5,9.4,9,"Tecmo, Graphic Research",E,79
Monster Rancher DS,DS,2008,Role-Playing,Tecmo Koei,0.08,0,0.05,0.01,0.13,4,0,,Cing,E,58
Monster Rancher EVO,PS2,2005,Role-Playing,Tecmo Koei,0.02,0.02,0.05,0.01,0.1,16,6.8,8,Tecmo,E10+,58
Monster Tale,DS,2011,Platform,Majesco Entertainment,0.06,0,0,0,0.06,15,8,15,DreamRift,E,79
Monster Truck Madness,GBA,2003,Racing,THQ,0.09,0.03,0,0,0.12,10,0,,Tantalus Interactive,E,75
Monster Trucks DS,DS,2005,Racing,Majesco Entertainment,0.07,0,0,0.01,0.08,7,0,,Skyworks Technologies,E,33
Monsters vs. Aliens,DS,2009,Action,Activision,0.33,0.13,0,0.05,0.5,8,0,,Griptonite Games,E,47
Monsters vs. Aliens,PS3,2009,Action,Activision,0.21,0.05,0,0.04,0.3,18,4.5,4,Beenox,E10+,66
Monsters vs. Aliens,Wii,2009,Action,Activision,0.14,0.09,0,0.02,0.25,12,0,,Beenox,E10+,69
Monsters vs. Aliens,PS2,2009,Action,Activision,0.11,0,0,0.08,0.19,4,0,,Beenox,E10+,64
Monsters vs. Aliens,X360,2009,Action,Activision,0.12,0.03,0,0.01,0.17,31,6.6,7,Beenox,E10+,63
Monsters vs. Aliens,PC,2009,Action,Activision,0.01,0.01,0,0,0.03,8,6.2,5,Beenox,E10+,63
"Monsters, Inc.",PS2,2002,Adventure,Sony Computer Entertainment,0.15,0.12,0,0.04,0.32,15,7.2,10,Artificial Mind and Movement,E,52
"Monsters, Inc. Scream Arena",GC,2002,Platform,THQ,0.29,0.07,0,0.01,0.37,7,4.7,14,Radical Entertainment,E,39
"Monsters, Inc. Scream Team",PS,2001,Platform,Sony Computer Entertainment,0.31,0.21,0,0.04,0.56,10,6.9,8,Artificial Mind and Movement,E,65
Moon,DS,2009,Adventure,Mastiff,0.04,0,0,0,0.05,45,7.4,21,Renegade Kid,T,71
MorphX,X360,2010,Shooter,505 Games,0.05,0,0,0,0.05,4,6.6,15,"Buka Entertainment, Targem Games",M,33
Mortal Kombat,PS3,2011,Fighting,Warner Bros. Interactive Entertainment,1.98,0.53,0,0.34,2.84,60,8.4,494,NetherRealm Studios,M,84
Mortal Kombat,X360,2011,Fighting,Warner Bros. Interactive Entertainment,1.63,0.31,0,0.16,2.1,66,8.3,382,NetherRealm Studios,M,86
Mortal Kombat,PSV,2012,Fighting,Warner Bros. Interactive Entertainment,0.42,0.13,0,0.1,0.65,51,7.8,192,NetherRealm Studios,M,85
Mortal Kombat vs. DC Universe,PS3,2008,Fighting,Midway Games,1.48,0.28,0,0.23,2,44,7.1,107,Midway,T,76
Mortal Kombat vs. DC Universe,X360,2008,Fighting,Midway Games,1.53,0.23,0,0.16,1.93,61,7.5,87,Midway,T,72
Mortal Kombat X,PS4,2015,Fighting,Warner Bros. Interactive Entertainment,1.5,0.8,0,0.48,2.78,81,7.7,836,"Warner Bros. Interactive Entertainment, NetherRealm Studios",M,83
Mortal Kombat X,XOne,2015,Fighting,Warner Bros. Interactive Entertainment,1.03,0.21,0,0.14,1.38,21,7.3,279,"Warner Bros. Interactive Entertainment, NetherRealm Studios",M,86
Mortal Kombat X,PC,2015,Fighting,Warner Bros. Interactive Entertainment,0.01,0.04,0,0,0.05,10,5.1,475,High Voltage Software,M,76
Mortal Kombat: Armageddon,PS2,2006,Fighting,Midway Games,0.88,0.04,0,0.14,1.06,43,8.5,84,Midway,M,75
Mortal Kombat: Armageddon,Wii,2007,Fighting,Midway Games,0.19,0.02,0,0.02,0.23,29,8.4,33,JGI Entertainment,M,71
Mortal Kombat: Deadly Alliance,PS2,2002,Fighting,Midway Games,1.81,0.52,0,0.15,2.49,31,8.8,96,Midway,M,79
Mortal Kombat: Deadly Alliance,XB,2002,Fighting,Midway Games,0.77,0.15,0,0.04,0.96,27,8.4,24,Midway,M,81
Mortal Kombat: Deadly Alliance,GC,2002,Fighting,Midway Games,0.31,0.08,0,0.01,0.41,20,8.7,43,Midway,M,81
Mortal Kombat: Deadly Alliance,GBA,2002,Fighting,Midway Games,0.01,0,0,0,0.01,12,8.8,9,Criterion Games,M,81
Mortal Kombat: Deception,PS2,2004,Fighting,Midway Games,0.92,0.72,0,0.24,1.88,43,8.5,90,Midway,M,81
Mortal Kombat: Deception,XB,2004,Fighting,Midway Games,0.61,0.12,0,0.03,0.76,53,8.8,24,Midway,M,81
Mortal Kombat: Deception,GC,2005,Fighting,Midway Games,0.09,0.02,0,0,0.11,14,8.9,15,Midway,M,77
Mortal Kombat: Shaolin Monks,PS2,2005,Action,Midway Games,0.58,0.02,0,0.09,0.69,41,8.6,74,Midway Studios - Los Angeles,M,77
Mortal Kombat: Shaolin Monks,XB,2005,Action,Midway Games,0.23,0.07,0,0.01,0.31,37,6.6,19,Midway Studios - Los Angeles,M,78
Mortal Kombat: Special Forces,PS,2000,Fighting,Midway Games,0.12,0.08,0,0.01,0.21,7,2.4,17,Midway,M,28
Mortal Kombat: Tournament Edition,GBA,2003,Fighting,Midway Games,0.01,0,0,0,0.01,14,8.1,8,Criterion Games,M,75
Mortal Kombat: Unchained,PSP,2006,Fighting,Midway Games,0.67,0.01,0,0.06,0.74,19,8.8,31,JGI Entertainment,M,70
Mortimer Beckett and the Secrets of Spooky Manor,Wii,2008,Puzzle,Avanquest,0.04,0,0,0,0.04,4,0,,Paprikari,E,56
MotionSports,X360,2010,Sports,Ubisoft,0.38,0.25,0,0.06,0.69,30,4.4,9,Ubisoft Milan,T,40
MotionSports: Adrenaline,X360,2011,Sports,Ubisoft,0.14,0.1,0,0.03,0.27,8,7.4,7,Ubisoft Vancouver,E,41
Moto Racer Advance,GBA,2002,Racing,Ubisoft,0.01,0,0,0,0.01,10,0,,Delphine Software International,E,86
Moto Racer DS,DS,2008,Racing,Nobilis,0,0.02,0,0,0.02,6,0,,Artefacts Studio,E,73
Motocross Mania,PS,2001,Racing,Take-Two Interactive,0.44,0.3,0,0.05,0.79,6,5.3,6,Deibus Studios,E,34
Motocross Mania 3,XB,2005,Racing,Take-Two Interactive,0.01,0,0,0,0.02,9,3.6,7,Deibus Studios,T,38
Motocross Maniacs Advance,GBA,2002,Racing,Konami Digital Entertainment,0.2,0.07,0,0,0.27,11,0,,Konami,E,69
MotoGP,PS2,2000,Racing,Namco Bandai Games,0.06,0.05,0.14,0.02,0.27,16,6,5,Namco,E,77
MotoGP,Wii,2009,Racing,Capcom,0.05,0.11,0,0.02,0.18,10,5.4,11,Milestone S.r.l,E,44
MotoGP,XB,2002,Racing,THQ,0.07,0.02,0,0,0.09,18,8.4,16,Climax Group,E,84
MotoGP,GBA,2002,Racing,THQ,0.04,0.01,0,0,0.06,11,0,,Visual Impact,E,67
MotoGP,PSP,2006,Racing,Sony Computer Entertainment,0.03,0,0,0,0.03,18,7.1,7,Namco Bandai Games,E,69
MotoGP '06,X360,2006,Racing,THQ,0.11,0.01,0,0.01,0.14,50,7.7,13,"Climax Group, Climax Studios",E,80
MotoGP 07,PS2,2007,Racing,Capcom,0.05,0.04,0,0.01,0.1,26,9.1,7,Milestone,E,62
MotoGP '07,X360,2007,Racing,THQ,0.23,0,0,0.02,0.25,20,7.3,11,"Climax Group, Climax Studios",E,78
MotoGP 08,PS3,2008,Racing,Capcom,0.07,0.24,0,0.08,0.39,21,6,9,Milestone S.r.l,E,65
MotoGP 08,X360,2008,Racing,Capcom,0.11,0.2,0,0.04,0.35,20,5.6,12,Milestone S.r.l,E,68
MotoGP 09/10,PS3,2010,Racing,Capcom,0.05,0.13,0,0.04,0.22,42,5.4,28,Monumental Games,E,70
MotoGP 09/10,X360,2010,Racing,Capcom,0.07,0.09,0,0.02,0.17,41,5.7,41,Monumental Games,E,69
MotoGP 10/11,PS3,2011,Racing,Capcom,0.04,0.1,0,0.03,0.17,32,6.1,23,Monumental Games,E,68
MotoGP 10/11,X360,2011,Racing,Capcom,0,0.05,0,0.01,0.06,31,0,,Monumental Games,E,72
MotoGP 14 ,PS4,2014,Racing,Milestone S.r.l.,0.04,0.11,0,0.03,0.18,28,6.4,26,Milestone S.r.l,E,73
MotoGP 15,PS4,2015,Racing,Milestone S.r.l.,0,0.12,0.03,0.02,0.17,15,0,,Milestone S.r.l,,66
MotoGP 15,XOne,2015,Racing,Milestone S.r.l.,0,0.03,0,0,0.03,9,0,,Milestone S.r.l,,65
MotoGP 2,XB,2003,Racing,THQ,0.07,0.02,0,0,0.1,23,8.5,14,Climax Group,E,87
Motor Trend presents Lotus Challenge,XB,2003,Racing,Xicat Interactive,0.02,0.01,0,0,0.03,9,0,,Kuju Entertainment,E,61
MotorStorm,PS3,2006,Racing,Sony Computer Entertainment,1.53,1.6,0.06,0.67,3.87,9,7.4,220,Evolution Studios,T,84
MotorStorm RC,PSV,2012,Racing,Sony Computer Entertainment,0,0.04,0,0.01,0.06,39,6.8,123,Evolution Studios,E,78
MotorStorm: Apocalypse,PS3,2011,Racing,Sony Computer Entertainment,0.21,0.19,0,0.08,0.48,74,7.7,155,Evolution Studios,T,77
MotorStorm: Arctic Edge,PSP,2009,Racing,Sony Computer Entertainment,0.16,0.57,0,0.29,1.02,58,8.8,39,Bigbig Studios,T,79
MotorStorm: Arctic Edge,PS2,2009,Racing,Sony Computer Entertainment,0.07,0.03,0,0.25,0.34,10,8.3,6,Virtuos,T,72
MotorStorm: Pacific Rift,PS3,2008,Racing,Sony Computer Entertainment,0.43,0.65,0.02,0.25,1.35,63,8,318,Evolution Studios,T,82
Mr. Driller 2,GBA,2001,Puzzle,Namco Bandai Games,0,0,0.15,0,0.16,16,0,,Namco,E,62
Mr. Driller: Drill Spirits,DS,2004,Puzzle,Nintendo,0.08,0,0.05,0.01,0.14,35,8.9,9,Namco,E,70
Ms Saga: A New Dawn,PS2,2005,Role-Playing,Namco Bandai Games,0.02,0.02,0,0.01,0.05,27,8.6,15,Bandai,E10+,65
MTV Music Generator 2,PS2,2001,Misc,Codemasters,0.08,0.06,0,0.02,0.15,16,8.5,11,Jester Interactive,T,77
MTV Music Generator 3: This Is the Remix,PS2,2004,Misc,Codemasters,0.07,0.05,0,0.02,0.14,28,8.6,8,Mix Max,T,79
MTV Music Generator 3: This Is the Remix,XB,2004,Misc,Codemasters,0.06,0.02,0,0,0.08,26,5.4,10,Mix Max,T,79
MTV Sports: Pure Ride,PS,2000,Sports,THQ,0.07,0.05,0,0.01,0.12,9,0,,Radical Entertainment,,70
MTX Mototrax,PS2,2004,Racing,Activision,0.13,0.1,0,0.03,0.26,30,8.1,9,Left Field Productions,E,77
MTX Mototrax,XB,2004,Racing,Activision,0.07,0.02,0,0,0.1,39,0,,Left Field Productions,E,79
MTX Mototrax,PSP,2006,Racing,Activision,0.04,0,0,0,0.05,8,0,,Left Field Productions,E,67
Mugen Souls,PS3,2012,Role-Playing,Nippon Ichi Software,0.04,0.02,0.08,0.01,0.15,24,7.3,35,"Compile Heart, GCREST",T,55
Mugen Souls Z,PS3,2013,Role-Playing,Nippon Ichi Software,0.02,0.01,0.04,0.01,0.07,26,6.4,56,Compile Heart,T,57
Muppets Party Cruise,PS2,2003,Misc,TDK Mediactive,0.03,0.02,0,0.01,0.06,11,8,6,Mass Media,E,61
Murakumo: Renegade Mech Pursuit,XB,2002,Shooter,From Software,0.04,0.01,0.06,0,0.11,18,7.5,4,From Software,T,48
Muramasa: The Demon Blade,Wii,2009,Role-Playing,Rising Star Games,0.32,0.12,0.11,0.04,0.6,58,8.7,101,Vanillaware,T,81
Murdered: Soul Suspect,PS4,2014,Action,Square Enix,0.09,0.16,0.02,0.05,0.32,60,6.9,310,Airtight Games,M,59
Murdered: Soul Suspect,XOne,2014,Action,Square Enix,0.08,0.07,0,0.01,0.16,17,7,130,Airtight Games,M,51
Murdered: Soul Suspect,PC,2014,Action,Square Enix,0,0.05,0,0,0.05,22,7.4,379,Airtight Games,M,59
Musashi: Samurai Legend,PS2,2005,Role-Playing,Atari,0.07,0.06,0,0.02,0.15,47,8.9,9,Square Enix,T,64
Mushroom Men: Rise of the Fungi,DS,2008,Action,SouthPeak Games,0.1,0,0,0.01,0.11,16,7.3,4,Red Fly Studio,E,45
Mushroom Men: The Spore Wars,Wii,2008,Action,SouthPeak Games,0.16,0.01,0,0.01,0.18,37,8.7,33,Red Fly Studio,E10+,72
MVP 06 NCAA Baseball,PS2,2006,Sports,Electronic Arts,0.62,0.02,0,0.1,0.75,27,9,18,EA Canada,E,76
MVP 06 NCAA Baseball,XB,2006,Sports,Electronic Arts,0.25,0.07,0,0.01,0.34,29,8.6,17,EA Canada,E,75
MVP Baseball,PSP,2005,Sports,Electronic Arts,0.2,0,0,0.02,0.21,21,7.7,16,EA Canada,E,67
MVP Baseball 2003,PS2,2003,Sports,Electronic Arts,0.51,0.4,0,0.13,1.04,22,8.9,17,EA Sports,E,81
MVP Baseball 2003,XB,2003,Sports,Electronic Arts,0.15,0.04,0,0.01,0.2,18,9,9,EA Sports,E,82
MVP Baseball 2004,PS2,2004,Sports,Electronic Arts,1.1,0.06,0,0.18,1.34,28,8.6,51,EA Sports,E,90
MVP Baseball 2004,XB,2004,Sports,Electronic Arts,0.44,0.13,0,0.02,0.59,31,8.5,19,EA Sports,E,90
MVP Baseball 2004,GC,2004,Sports,Electronic Arts,0.2,0.05,0,0.01,0.26,25,8.5,11,EA Sports,E,89
MVP Baseball 2005,PS2,2005,Sports,Electronic Arts,1.26,0.07,0,0.21,1.54,25,8.6,47,EA Sports,E,87
MVP Baseball 2005,XB,2005,Sports,Electronic Arts,0.7,0.2,0,0.03,0.94,35,0,,EA Sports,,86
MVP Baseball 2005,GC,2005,Sports,Electronic Arts,0.25,0.07,0,0.01,0.33,20,8.7,16,EA Sports,E,88
MX 2002 Featuring Ricky Carmichael,PS2,2001,Racing,THQ,0.27,0.21,0,0.07,0.56,17,8.3,9,Pacific Coast Power & Light,E,76
MX 2002 Featuring Ricky Carmichael,XB,2001,Racing,THQ,0.1,0.03,0,0,0.13,15,0,,Pacific Coast Power & Light,E,74
MX Unleashed,PS2,2004,Racing,THQ,0.94,0.73,0,0.25,1.92,18,9.2,46,Rainbow Studios,E,80
MX Unleashed,XB,2004,Racing,THQ,0.34,0.08,0,0.02,0.44,18,9.3,12,Rainbow Studios,E,81
MX vs. ATV Reflex,PS3,2009,Racing,THQ,0.52,0.25,0,0.12,0.9,44,7.4,10,Rainbow Studios,E,74
MX vs. ATV Reflex,X360,2009,Racing,THQ,0.52,0.14,0,0.06,0.72,47,6.6,30,Rainbow Studios,E,75
MX vs. ATV Supercross,X360,2014,Racing,Nordic Games,0.03,0.02,0,0.01,0.06,10,4.8,14,Nordic Games Publishing,E,48
MX vs. ATV Supercross,PS3,2014,Racing,Nordic Games,0.02,0.01,0,0,0.03,4,3.5,4,Nordic Games Publishing,E,58
MX vs. ATV Supercross Encore,PS4,2015,Sports,Nordic Games,0,0.05,0,0.01,0.06,8,4.1,9,Rainbow Studios,E,42
MX vs. ATV Supercross Encore,XOne,2015,Sports,Nordic Games,0.02,0,0,0,0.03,4,0,,Rainbow Studios,,45
MX vs. ATV Unleashed,PS2,2005,Racing,THQ,0.86,0.03,0,0.14,1.03,30,8.4,17,Rainbow Studios,E,79
MX vs. ATV Unleashed,XB,2005,Racing,THQ,0.32,0.07,0,0.01,0.4,21,8.3,13,Rainbow Studios,E,80
MX vs. ATV Unleashed: On the Edge,PSP,2006,Racing,THQ,0.64,0,0,0.05,0.69,22,8.1,7,Rainbow Studios,E,68
MX vs. ATV Untamed,X360,2007,Racing,THQ,0.55,0.08,0,0.06,0.68,43,7.1,17,Rainbow Studios,E,70
MX vs. ATV Untamed,PSP,2007,Racing,THQ,0.35,0.18,0,0.12,0.65,12,0,,Rainbow Studios,E,59
MX vs. ATV Untamed,PS3,2007,Racing,THQ,0.35,0.06,0,0.05,0.46,33,6.1,8,Rainbow Studios,E,67
MX vs. ATV Untamed,PS2,2007,Racing,THQ,0.32,0.01,0,0.05,0.38,13,8.2,5,Rainbow Studios,E,53
MX vs. ATV Untamed,Wii,2008,Racing,THQ,0.28,0.02,0,0.02,0.33,7,8.3,9,Rainbow Studios,E,70
MX vs. ATV Untamed,DS,2007,Racing,THQ,0.11,0,0,0.01,0.12,14,0,,Rainbow Studios,E,61
MX vs. ATV: Alive,X360,2011,Racing,THQ,0.37,0.13,0,0.04,0.55,43,7.2,24,THQ Digital Studio Phoenix,E,63
MX vs. ATV: Alive,PS3,2011,Racing,THQ,0.24,0.15,0,0.07,0.46,41,6.7,11,THQ Digital Studio Phoenix,E,61
MX World Tour Featuring Jamie Little,PS2,2005,Racing,Play It,0.08,0.07,0,0.02,0.17,4,0,,Impulse Games,E,52
MX World Tour Featuring Jamie Little,XB,2005,Racing,Crave Entertainment,0.03,0.01,0,0,0.03,5,0,,Impulse Games,E,51
MXRider,PS2,2001,Racing,Atari,0.16,0.13,0,0.04,0.34,16,6.8,6,Paradigm Entertainment,E,69
My DoItAll,DS,2009,Misc,Tomy Corporation,0.02,0,0,0,0.03,4,0,,Tomy Corporation,E,60
My Frogger: Toy Trials,DS,2006,Action,Konami Digital Entertainment,0.02,0,0,0,0.03,10,0,,Konami,E,66
My Japanese Coach,DS,2008,Misc,Ubisoft,0.24,0,0,0.02,0.27,4,6.7,6,"Ubisoft, Sensory Sweep",E,59
My Pet Shop,DS,2008,Simulation,Square Enix,0.06,0,0,0,0.06,10,0,,Taito Corporation,E,60
My Spanish Coach,DS,2007,Misc,Ubisoft,0.4,0,0,0.03,0.43,7,0,,"Ubisoft, Sensory Sweep",E,73
My Street,PS2,2003,Misc,Sony Computer Entertainment,0.12,0.09,0,0.03,0.24,21,3.9,14,Idol Minds,E,46
My Weight Loss Coach,DS,2008,Sports,Ubisoft,0.3,0.54,0,0.11,0.95,4,7.6,7,Ubisoft Montreal,E,63
My Word Coach,DS,2007,Misc,Ubisoft,0.37,0.89,0,0.18,1.44,7,6.8,5,Ubisoft,E,71
My Word Coach,Wii,2007,Misc,Ubisoft,0.46,0.01,0,0.04,0.51,8,0,,Ubisoft,E,68
MySims,DS,2007,Simulation,Electronic Arts,1.58,1.59,0.08,0.41,3.66,15,7.3,13,TOSE,E,67
MySims,Wii,2007,Simulation,Electronic Arts,0.9,0.54,0.04,0.17,1.65,38,7.2,56,EA Redwood Shores,E,68
MySims,PC,2008,Simulation,Electronic Arts,0,0.02,0,0,0.03,12,6.4,8,EA Redwood Shores,E,70
MySims Agents,DS,2009,Adventure,Electronic Arts,0.54,0.42,0,0.11,1.07,5,0,,TOSE,E,60
MySims Agents,Wii,2009,Adventure,Electronic Arts,0.61,0.32,0,0.1,1.03,28,8.6,28,Electronic Arts,E,78
MySims Kingdom,DS,2008,Simulation,Electronic Arts,0.8,0.59,0.01,0.16,1.55,9,0,,TOSE,E,58
MySims Kingdom,Wii,2008,Simulation,Electronic Arts,0.7,0.64,0.01,0.16,1.51,19,8.1,24,EA Redwood Shores,E,76
MySims Party,DS,2009,Simulation,Electronic Arts,0.15,0.12,0,0.03,0.3,9,0,,EA Games,E,64
MySims Party,Wii,2009,Simulation,Electronic Arts,0.17,0.02,0,0.02,0.21,16,0,,EA Games,E,56
MySims Racing,DS,2009,Racing,Electronic Arts,0.25,0.29,0,0.07,0.61,11,7.3,4,EA Games,E,67
MySims Racing,Wii,2009,Racing,Electronic Arts,0.19,0.23,0,0.05,0.47,22,7.4,5,EA Games,E,68
MySims SkyHeroes,Wii,2010,Action,Electronic Arts,0.16,0.1,0,0.03,0.29,9,5.2,5,Electronic Arts,E10+,67
MySims SkyHeroes,PS3,2010,Action,Electronic Arts,0.08,0.02,0,0.01,0.11,16,0,,Electronic Arts,E10+,62
MySims SkyHeroes,X360,2010,Action,Electronic Arts,0.09,0,0,0.01,0.1,15,5.5,4,Behaviour Interactive,E10+,56
Myst,DS,2007,Adventure,Midway Games,0.09,0,0,0.01,0.1,25,3.5,6,Hoplite Research,E,43
Myst,PSP,2006,Adventure,Midway Games,0,0.01,0,0,0.01,4,4.8,5,Hoplite Research,E,69
Myst III: Exile,PS2,2002,Adventure,Ubisoft,0.14,0.11,0,0.04,0.28,9,7,4,Presto Studios,E,57
Myst III: Exile,XB,2002,Adventure,Ubisoft,0.04,0.01,0,0,0.06,11,0,,Presto Studios,E,55
Myst IV: Revelation,XB,2005,Adventure,Ubisoft,0.04,0.01,0,0,0.05,17,0,,Ubisoft Montreal,T,75
Mystery Case Files: MillionHeir,DS,2008,Adventure,Nintendo,0.75,0.39,0,0.12,1.27,28,0,,Griptonite Games,E,65
Mystery Case Files: The Malgrave Incident,Wii,2011,Adventure,Nintendo,0.17,0.13,0,0.03,0.32,26,8.2,5,Sanzaru Games,E,65
Mystery Dungeon: Shiren the Wanderer,DS,2006,Role-Playing,Sega,0.17,0,0.33,0.02,0.52,27,8.2,21,ChunSoft,E,69
Mystic Heroes,GC,2002,Action,Tecmo Koei,0.03,0.01,0.04,0,0.09,13,8.5,26,Koei,T,67
Mystic Heroes,PS2,2002,Action,Tecmo Koei,0.03,0.02,0,0.01,0.06,7,8.6,14,Koei,T,67
Mytran Wars,PSP,2009,Strategy,Deep Silver,0.08,0.02,0,0.02,0.12,16,8.8,4,Stormregion,T,68
N+,DS,2007,Platform,Atari,0.06,0,0,0,0.07,20,7.4,20,"Metanet Software Inc., SilverBirch Studios",E,82
N+,PSP,2007,Platform,Atari,0.03,0,0,0,0.03,21,7.8,18,"Metanet Software Inc., SilverBirch Studios",E,79
Nacho Libre,DS,2006,Action,Majesco Entertainment,0.03,0,0,0,0.03,6,5.8,6,BudCat,E10+,56
nail'd,PS3,2010,Racing,Deep Silver,0.08,0.02,0,0.02,0.12,36,6.2,13,Techland,E10+,66
nail'd,X360,2010,Racing,Deep Silver,0.08,0.02,0,0.01,0.1,49,7.1,16,Techland,E10+,64
Namco Museum,GBA,2001,Misc,Namco Bandai Games,3,1.11,0.05,0.07,4.24,10,7.3,6,Mass Media,E,79
Namco Museum,PS2,2001,Misc,Namco Bandai Games,1.73,0.07,0,0.02,1.82,9,6,5,Mass Media,E,72
Namco Museum,XB,N/A,Misc,Unknown,0.77,0.11,0,0.04,0.91,7,0,,Mass Media,E,59
Namco Museum,GC,2002,Misc,Namco Bandai Games,0.48,0.13,0,0.02,0.63,10,0,,Mass Media,E,62
Namco Museum Battle Collection,PSP,2005,Misc,Sony Computer Entertainment,0.75,0.18,0,0.16,1.08,28,7.2,9,TOSE,E10+,73
Namco Museum DS,DS,2007,Misc,Atari,1.13,0.01,0.06,0.09,1.29,19,5.9,8,M2,E,67
Namco Museum Megamix,Wii,2010,Misc,Namco Bandai Games,0.17,0,0,0.01,0.19,12,0,,Namco Bandai Games,E,53
Namco Museum Remix,Wii,2007,Misc,Atari,0.68,0,0,0.05,0.74,18,6.3,4,TOSE,E,49
